title,cast,director,keywords,genres,soup
Warcraft,"['paulapatton', 'travisfimmel', 'benfoster']",duncanjones,"['videogame', 'elves', 'orcs']","['action', 'adventure', 'fantasy']",videogame elves orcs paulapatton travisfimmel benfoster d u n c a n j o n e s action adventure fantasy
Terminator Genisys,"['arnoldschwarzenegger', 'jasonclarke', 'emiliaclarke']",alantaylor,"['savingtheworld', 'artificialintelligence', 'cyborg']","['sciencefiction', 'action', 'thriller']",savingtheworld artificialintelligence cyborg arnoldschwarzenegger jasonclarke emiliaclarke a l a n t a y l o r sciencefiction action thriller
The Chronicles of Narnia: The Voyage of the Dawn Treader,"['skandarkeynes', 'georgiehenley', 'simonpegg']",michaelapted,"['basedonnovel', 'magic', 'goodvsevil']","['adventure', 'family', 'fantasy']",basedonnovel magic goodvsevil skandarkeynes georgiehenley simonpegg m i c h a e l a p t e d adventure family fantasy
Pearl Harbor,"['benaffleck', 'joshhartnett', 'katebeckinsale']",michaelbay,"['nurse', 'patriotism', 'hawaii']","['history', 'romance', 'war']",nurse patriotism hawaii benaffleck joshhartnett katebeckinsale m i c h a e l b a y history romance war
Transformers,"['shialabeouf', 'joshduhamel', 'meganfox']",michaelbay,"['destroy', 'transformation', 'alien']","['adventure', 'sciencefiction', 'action']",destroy transformation alien shialabeouf joshduhamel meganfox m i c h a e l b a y adventure sciencefiction action
Alexander,"['colinfarrell', 'angelinajolie', 'valkilmer']",oliverstone,"['aristotle', 'egypt', 'greece']","['war', 'history', 'action']",aristotle egypt greece colinfarrell angelinajolie valkilmer o l i v e r s t o n e war history action
Harry Potter and the Order of the Phoenix,"['danielradcliffe', 'rupertgrint', 'emmawatson']",davidyates,"['prophecy', 'witch', 'lossoflover']","['adventure', 'fantasy', 'family']",prophecy witch lossoflover danielradcliffe rupertgrint emmawatson d a v i d y a t e s adventure fantasy family
Harry Potter and the Goblet of Fire,"['danielradcliffe', 'rupertgrint', 'emmawatson']",mikenewell,"['magic', 'dyinganddeath', 'broom']","['adventure', 'fantasy', 'family']",magic dyinganddeath broom danielradcliffe rupertgrint emmawatson m i k e n e w e l l adventure fantasy family
Hancock,"['willsmith', 'charlizetheron', 'jasonbateman']",peterberg,"['flying', 'alcohol', ""loveofone'slife""]","['fantasy', 'action']",flying alcohol loveofone'slife willsmith charlizetheron jasonbateman p e t e r b e r g fantasy action
I Am Legend,"['willsmith', 'alicebraga', 'charlietahan']",francislawrence,"['savingtheworld', 'lostcivilisation', 'post-apocalyptic']","['drama', 'horror', 'action']",savingtheworld lostcivilisation post-apocalyptic willsmith alicebraga charlietahan f r a n c i s l a w r e n c e drama horror action
Charlie and the Chocolate Factory,"['johnnydepp', 'freddiehighmore', 'davidkelly']",timburton,"['londonengland', 'fathersonrelationship', 'chocolate']","['adventure', 'comedy', 'family']",londonengland fathersonrelationship chocolate johnnydepp freddiehighmore davidkelly t i m b u r t o n adventure comedy family
Ratatouille,"['pattonoswalt', 'ianholm', 'louromano']",janpinkava,"['paris', 'brotherbrotherrelationship', 'expensiverestaurant']","['animation', 'comedy', 'family']",paris brotherbrotherrelationship expensiverestaurant pattonoswalt ianholm louromano j a n p i n k a v a animation comedy family
Batman Begins,"['christianbale', 'michaelcaine', 'liamneeson']",christophernolan,"['himalaya', 'martialarts', 'dccomics']","['action', 'crime', 'drama']",himalaya martialarts dccomics christianbale michaelcaine liamneeson c h r i s t o p h e r n o l a n action crime drama
Madagascar: Escape 2 Africa,"['benstiller', 'jadapinkettsmith', 'davidschwimmer']",ericdarnell,"['africa', 'jealousy', 'dance']","['family', 'animation']",africa jealousy dance benstiller jadapinkettsmith davidschwimmer e r i c d a r n e l l family animation
Night at the Museum: Battle of the Smithsonian,"['benstiller', 'amyadams', 'owenwilson']",shawnlevy,"['museum', 'theodoreroosevelt', 'duringcreditsstinger']","['adventure', 'fantasy', 'action']",museum theodoreroosevelt duringcreditsstinger benstiller amyadams owenwilson s h a w n l e v y adventure fantasy action
X-Men Origins: Wolverine,"['hughjackman', 'lievschreiber', 'dannyhuston']",gavinhood,"['corruption', 'mutant', 'boxer']","['adventure', 'action', 'thriller']",corruption mutant boxer hughjackman lievschreiber dannyhuston g a v i n h o o d adventure action thriller
The Matrix Revolutions,"['keanureeves', 'laurencefishburne', 'carrie-annemoss']",lillywachowski,"['savingtheworld', 'artificialintelligence', 'manvsmachine']","['adventure', 'action', 'thriller']",savingtheworld artificialintelligence manvsmachine keanureeves laurencefishburne carrie-annemoss l i l l y w a c h o w s k i adventure action thriller
Frozen,"['kristenbell', 'idinamenzel', 'jonathangroff']",chrisbuck,"['queen', 'musical', 'princess']","['animation', 'adventure', 'family']",queen musical princess kristenbell idinamenzel jonathangroff c h r i s b u c k animation adventure family
The Matrix Reloaded,"['keanureeves', 'carrie-annemoss', 'laurencefishburne']",lillywachowski,"['savingtheworld', 'artificialintelligence', 'manvsmachine']","['adventure', 'action', 'thriller']",savingtheworld artificialintelligence manvsmachine keanureeves carrie-annemoss laurencefishburne l i l l y w a c h o w s k i adventure action thriller
Thor: The Dark World,"['chrishemsworth', 'natalieportman', 'tomhiddleston']",alantaylor,"['marvelcomic', 'superhero', 'basedoncomicbook']","['action', 'adventure', 'fantasy']",marvelcomic superhero basedoncomicbook chrishemsworth natalieportman tomhiddleston a l a n t a y l o r action adventure fantasy
Mad Max: Fury Road,"['tomhardy', 'charlizetheron', 'nicholashoult']",georgemiller,"['future', 'chase', 'post-apocalyptic']","['action', 'adventure', 'sciencefiction']",future chase post-apocalyptic tomhardy charlizetheron nicholashoult g e o r g e m i l l e r action adventure sciencefiction
Angels & Demons,"['tomhanks', 'ewanmcgregor', 'ayeletzurer']",ronhoward,"['rome', 'vatican', 'basedonnovel']","['thriller', 'mystery']",rome vatican basedonnovel tomhanks ewanmcgregor ayeletzurer r o n h o w a r d thriller mystery
Thor,"['chrishemsworth', 'natalieportman', 'tomhiddleston']",kennethbranagh,"['newmexico', 'banishment', 'shield']","['adventure', 'fantasy', 'action']",newmexico banishment shield chrishemsworth natalieportman tomhiddleston k e n n e t h b r a n a g h adventure fantasy action
Bolt,"['johntravolta', 'mileycyrus', 'susieessman']",chriswilliams,"['hamster', 'kidsandfamily', 'animal']","['animation', 'family', 'adventure']",hamster kidsandfamily animal johntravolta mileycyrus susieessman c h r i s w i l l i a m s animation family adventure
G-Force,"['samrockwell', 'penélopecruz', 'tracymorgan']",hoytyeatman,"['dyr', 'duringcreditsstinger']","['fantasy', 'action', 'adventure']",dyr duringcreditsstinger samrockwell penélopecruz tracymorgan h o y t y e a t m a n fantasy action adventure
Wrath of the Titans,"['samworthington', 'liamneeson', 'ralphfiennes']",jonathanliebesman,"['underworld', 'hades', 'mythology']",['adventure'],underworld hades mythology samworthington liamneeson ralphfiennes j o n a t h a n l i e b e s m a n adventure
Dark Shadows,"['johnnydepp', 'michellepfeiffer', 'helenabonhamcarter']",timburton,"['witch', 'imprisonment', 'vampire']","['comedy', 'fantasy']",witch imprisonment vampire johnnydepp michellepfeiffer helenabonhamcarter t i m b u r t o n comedy fantasy
Mission: Impossible - Rogue Nation,"['tomcruise', 'rebeccaferguson', 'simonpegg']",christophermcquarrie,"['londonengland', 'spy', 'austria']","['action', 'adventure', 'thriller']",londonengland spy austria tomcruise rebeccaferguson simonpegg c h r i s t o p h e r m c q u a r r i e action adventure thriller
The Wolfman,"['beniciodeltoro', 'anthonyhopkins', 'emilyblunt']",joejohnston,"['fathersonrelationship', 'victorianengland', 'remake']","['drama', 'horror', 'thriller']",fathersonrelationship victorianengland remake beniciodeltoro anthonyhopkins emilyblunt j o e j o h n s t o n drama horror thriller
Bee Movie,"['jerryseinfeld', 'renéezellweger', 'jimcummings']",stevehickner,"['factoryworker', 'tennis', 'flower']","['family', 'animation', 'adventure']",factoryworker tennis flower jerryseinfeld renéezellweger jimcummings s t e v e h i c k n e r family animation adventure
Kung Fu Panda 2,"['jackblack', 'angelinajolie', 'dustinhoffman']",jenniferyuhnelson,"['martialarts', 'hope', 'fleet']","['animation', 'family']",martialarts hope fleet jackblack angelinajolie dustinhoffman j e n n i f e r y u h n e l s o n animation family
The Last Airbender,"['noahringer', 'nicolapeltz', 'jacksonrathbone']",m.nightshyamalan,"['fire', 'ice', 'warship']","['action', 'adventure', 'family']",fire ice warship noahringer nicolapeltz jacksonrathbone m . n i g h t s h y a m a l a n action adventure family
Mission: Impossible III,"['tomcruise', 'philipseymourhoffman', 'vingrhames']",j.j.abrams,"['berlin', 'cia', 'vatican']","['adventure', 'action', 'thriller']",berlin cia vatican tomcruise philipseymourhoffman vingrhames j . j . a b r a m s adventure action thriller
White House Down,"['channingtatum', 'jamiefoxx', 'joeyking']",rolandemmerich,"['usapresident', 'conspiracy', 'secretservice']","['action', 'drama', 'thriller']",usapresident conspiracy secretservice channingtatum jamiefoxx joeyking r o l a n d e m m e r i c h action drama thriller
Mars Needs Moms,"['sethgreen', 'joancusack', 'danfogler']",simonwells,"['boy', 'alien', 'rescue']","['adventure', 'animation', 'family']",boy alien rescue sethgreen joancusack danfogler s i m o n w e l l s adventure animation family
Flushed Away,"['hughjackman', 'katewinslet', 'ianmckellen']",davidbowers,"['londonengland', 'underworld', 'return']","['adventure', 'animation', 'comedy']",londonengland underworld return hughjackman katewinslet ianmckellen d a v i d b o w e r s adventure animation comedy
Pan,"['levimiller', 'garretthedlund', 'hughjackman']",joewright,"['flying', 'magic', 'fairytale']","['adventure', 'family', 'fantasy']",flying magic fairytale levimiller garretthedlund hughjackman j o e w r i g h t adventure family fantasy
Mr. Peabody & Sherman,"['tyburrell', 'maxcharles', 'arielwinter']",robminkoff,"['fathersonrelationship', 'egypt', 'intelligence']","['animation', 'adventure', 'family']",fathersonrelationship egypt intelligence tyburrell maxcharles arielwinter r o b m i n k o f f animation adventure family
Troy,"['bradpitt', 'orlandobloom', 'ericbana']",wolfgangpetersen,"['brotherbrotherrelationship', 'adultery', 'mythology']","['adventure', 'drama', 'war']",brotherbrotherrelationship adultery mythology bradpitt orlandobloom ericbana w o l f g a n g p e t e r s e n adventure drama war
Madagascar 3: Europe's Most Wanted,"['benstiller', 'sachabaroncohen', 'davidschwimmer']",conradvernon,"['madagascar', '3d']","['animation', 'family']",madagascar 3d benstiller sachabaroncohen davidschwimmer c o n r a d v e r n o n animation family
Die Another Day,"['piercebrosnan', 'halleberry', 'rosamundpike']",leetamahori,"['laser', 'britishsecretservice', 'secretserviceagent']","['adventure', 'action', 'thriller']",laser britishsecretservice secretserviceagent piercebrosnan halleberry rosamundpike l e e t a m a h o r i adventure action thriller
Ghostbusters,"['melissamccarthy', 'kristenwiig', 'katemckinnon']",paulfeig,"['femalefriendship', 'ghosthunting', 'reboot']","['action', 'fantasy', 'comedy']",femalefriendship ghosthunting reboot melissamccarthy kristenwiig katemckinnon p a u l f e i g action fantasy comedy
Armageddon,"['brucewillis', 'billybobthornton', 'benaffleck']",michaelbay,"['savingtheworld', 'paris', 'moon']","['action', 'thriller', 'sciencefiction']",savingtheworld paris moon brucewillis billybobthornton benaffleck m i c h a e l b a y action thriller sciencefiction
Men in Black II,"['tommyleejones', 'willsmith', 'riptorn']",barrysonnenfeld,"['savingtheworld', 'secretidentity', 'sunglasses']","['action', 'adventure', 'comedy']",savingtheworld secretidentity sunglasses tommyleejones willsmith riptorn b a r r y s o n n e n f e l d action adventure comedy
Beowulf,"['raywinstone', 'angelinajolie', 'anthonyhopkins']",robertzemeckis,"['denmark', 'nordicmythology', 'lie']","['adventure', 'action', 'animation']",denmark nordicmythology lie raywinstone angelinajolie anthonyhopkins r o b e r t z e m e c k i s adventure action animation
Kung Fu Panda 3,"['jackblack', 'bryancranston', 'dustinhoffman']",jenniferyuhnelson,"['china', 'martialarts', 'kungfu']","['action', 'adventure', 'animation']",china martialarts kungfu jackblack bryancranston dustinhoffman j e n n i f e r y u h n e l s o n action adventure animation
Mission: Impossible - Ghost Protocol,"['tomcruise', 'jeremyrenner', 'simonpegg']",bradbird,"['fight', 'sequel', 'mission']","['action', 'thriller', 'adventure']",fight sequel mission tomcruise jeremyrenner simonpegg b r a d b i r d action thriller adventure
Rise of the Guardians,"['chrispine', 'alecbaldwin', 'judelaw']",peterramsey,"['dream', 'santaclaus', 'nightmare']","['fantasy', 'animation', 'family']",dream santaclaus nightmare chrispine alecbaldwin judelaw p e t e r r a m s e y fantasy animation family
Fun with Dick and Jane,"['jimcarrey', 'téaleoni', 'alecbaldwin']",deanparisot,"['basedonnovel', 'desperation', 'robber']",['comedy'],basedonnovel desperation robber jimcarrey téaleoni alecbaldwin d e a n p a r i s o t comedy
The Last Samurai,"['tomcruise', 'kenwatanabe', 'williamatherton']",edwardzwick,"['japan', 'warcrimes', 'senseofguilt']","['drama', 'action', 'war']",japan warcrimes senseofguilt tomcruise kenwatanabe williamatherton e d w a r d z w i c k drama action war
Exodus: Gods and Kings,"['christianbale', 'joeledgerton', 'johnturturro']",ridleyscott,"['moses', 'bible', 'ancientegypt']","['adventure', 'drama', 'action']",moses bible ancientegypt christianbale joeledgerton johnturturro r i d l e y s c o t t adventure drama action
Star Trek,"['chrispine', 'zacharyquinto', 'leonardnimoy']",j.j.abrams,"['spacecraft', 'teleportation', 'spacemission']","['sciencefiction', 'action', 'adventure']",spacecraft teleportation spacemission chrispine zacharyquinto leonardnimoy j . j . a b r a m s sciencefiction action adventure
Spider-Man,"['tobeymaguire', 'willemdafoe', 'kirstendunst']",samraimi,"['lossoflover', 'spider', 'thanksgiving']","['fantasy', 'action']",lossoflover spider thanksgiving tobeymaguire willemdafoe kirstendunst s a m r a i m i fantasy action
How to Train Your Dragon 2,"['jaybaruchel', 'gerardbutler', 'kristenwiig']",deandeblois,"['fathersonrelationship', 'wifehusbandrelationship', 'sacrifice']","['fantasy', 'action', 'adventure']",fathersonrelationship wifehusbandrelationship sacrifice jaybaruchel gerardbutler kristenwiig d e a n d e b l o i s fantasy action adventure
Gods of Egypt,"['brentonthwaites', 'nikolajcoster-waldau', 'gerardbutler']",alexproyas,"['egypt', 'underworld', 'fight']",['fantasy'],egypt underworld fight brentonthwaites nikolajcoster-waldau gerardbutler a l e x p r o y a s fantasy
Stealth,"['joshlucas', 'jessicabiel', 'jamiefoxx']",robcohen,"['artificialintelligence', 'u.s.navy', 'aftercreditsstinger']",['action'],artificialintelligence u.s.navy aftercreditsstinger joshlucas jessicabiel jamiefoxx r o b c o h e n action
Watchmen,"['malinåkerman', 'billycrudup', 'carlagugino']",zacksnyder,"['dccomics', 'secretidentity', 'massmurder']","['action', 'mystery', 'sciencefiction']",dccomics secretidentity massmurder malinåkerman billycrudup carlagugino z a c k s n y d e r action mystery sciencefiction
